  [0x512ce0] __TEXT,__cstring: stopDevice
  [0x6255c3] __TEXT,__cstring: SOURCE Transform Format:
  [0x6255dd] __TEXT,__cstring: DESTINATION Transform Format:
  [0x6255fc] __TEXT,__cstring: Custom Filter [%s]:
  [0x625611] __TEXT,__cstring: Custom Chroma Filter [%s]:
  [0x62562d] __TEXT,__cstring: target-type
  [0x62563e] __TEXT,__cstring: sendEventToCoreAnalytics
  [0x625657] __TEXT,__cstring: CoreAnalytics event sending failed
  [0x62567b] __TEXT,__cstring: decStatLoadSize
  [0x62568b] __TEXT,__cstring: decStatLoadSize: stat size %llu < load size %llu
  [0x6256bd] __TEXT,__cstring: SharedEventAgentSignalEnabled
  [0x6256db] __TEXT,__cstring: notifySharedEventAgentStateChange
  [0x6256fd] __TEXT,__cstring: SharedEventAgent state change notification sent: %s (property: %s)
  [0x625741] __TEXT,__cstring: enabled
  [0x625749] __TEXT,__cstring: disabled
  [0x625752] __TEXT,__cstring: H1xANELoadBalancer
  [0x625765] __TEXT,__cstring: IOMobileFramebuffer
  [0x625779] __TEXT,__cstring: SurfaceSharedEventAgentMask
  [0x625798] __TEXT,__cstring: IOAcceleratorES
  [0x6257ab] __TEXT,__cstring: [IOSA][Boot ] Scaler[%d]:[%s]: %d (%#x) (%s)
  [0x6257dd] __TEXT,__cstring: default
  [0x6257e5] __TEXT,__cstring: [IOSA][Boot ] [%s]: %d (%#x) (%s)
  [0x625808] __TEXT,__cstring: boot-arg
  [0x625811] __TEXT,__cstring: default/preserve
  [0x625822] __TEXT,__cstring: io_fence_callback
  [0x625834] __TEXT,__cstring: bad IOFence callback
  [0x62584a] __TEXT,__cstring: logFailedClient
  [0x62585a] __TEXT,__cstring: Failed to create failed client log record
  [0x625885] __TEXT,__cstring: checkAberrantSizesForDimensionAndBuffer
  [0x6258ad] __TEXT,__cstring: %s %s dimension (%u) > buffer (%u)
  [0x6258d1] __TEXT,__cstring: %s %s offset (%u) > buffer (%u)
  [0x6258f2] __TEXT,__cstring: >>>> Client %d (%p) (%s) filters %p, Scaling filters %p
  [0x62592c] __TEXT,__cstring: Custom Filter :
  [0x62593d] __TEXT,__cstring: Custom Chroma Filter :
  [0x625955] __TEXT,__cstring: Reverting to default filters
  [0x625973] __TEXT,__cstring: notify_event_callback
  [0x625989] __TEXT,__cstring: notify_event_callback()  value: %lld  refcon: 0x%llx
  [0x6259bf] __TEXT,__cstring: notify_signal_callback
  [0x6259d6] __TEXT,__cstring: notify_signal_callback()  value: %lld  refcon: 0x%llx
  [0x625a0d] __TEXT,__cstring: bad notify_signal callback
  [0x625a29] __TEXT,__cstring: bad notify_signal event
  [0x625a42] __TEXT,__cstring: Scaler[%d]:activateAndExecuteTransform_gatedContext request %d
  [0x625a82] __TEXT,__cstring: zeroFillRegion
  [0x625a91] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/DriverCommonFunctions.h
  [0x625b29] __TEXT,__cstring: bounds check failed! len: %lu off: %lu fill_len: %lu
  [0x625b5f] __TEXT,__cstring: zeroFillColumnPadding
  [0x625b75] __TEXT,__cstring: failed pitch %lu width: %lu padding: %lu
  [0x625b9f] __TEXT,__cstring: %s_%u
  [0x625ba5] __TEXT,__cstring: Failed to report %s[%u]
  [0x625bc3] __TEXT,__cstring: M2ScalerScalingASEControl
  [0x625bdd] __TEXT,__cstring: site.M2ScalerScalingASEControl
  [0x625c01] __TEXT,__cstring: directional scaling unsupported by this version of HW
  [0x625c37] __TEXT,__cstring: the minimum scaling ratio was not requested
  [0x625c63] __TEXT,__cstring: no scaling is required
  [0x625c7a] __TEXT,__cstring: below the minimum polyphase scaling ratio after ASE
  [0x625cae] __TEXT,__cstring: above the maximum polyphase scaling ratio after ASE
  [0x625ce2] __TEXT,__cstring: linear scaling with ASE not supported with this HW
  [0x625d15] __TEXT,__cstring: bad version
  [0x625d21] __TEXT,__cstring: structure size mismatch
  [0x625d39] __TEXT,__cstring: enhancement unsupported by this version of HW
  [0x625d67] __TEXT,__cstring: enhancement does not support the input format
  [0x625d95] __TEXT,__cstring: all subordinate features are disabled
  [0x625dbb] __TEXT,__cstring: pipeCheckASEIssues
  [0x625dce] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/M2ScalerScalingASEControl.cpp
  [0x625e6c] __TEXT,__cstring: Directional scaling/ASE inactive because %s
  [0x625e99] __TEXT,__cstring: Enhancement inactive because %s
  [0x625eba] __TEXT,__cstring: collectASEApiOutput_gatedContext
  [0x625edb] __TEXT,__cstring: User provided outbound size too small
  [0x625f02] __TEXT,__cstring: Failure to get a memory descriptor for comm API outbound data
  [0x625f41] __TEXT,__cstring: IosaDirectionalScalingPipeUnit
  [0x625f60] __TEXT,__cstring: site.IosaDirectionalScalingPipeUnit
  [0x625f84] __TEXT,__cstring: IosaEnhancementPipeUnit
  [0x625f9c] __TEXT,__cstring: site.IosaEnhancementPipeUnit
  [0x625fb9] __TEXT,__cstring: IosaEnhancementPipeUnitMSR9
  [0x625fd5] __TEXT,__cstring: site.IosaEnhancementPipeUnitMSR9
  [0x625ff6] __TEXT,__cstring: directionalScalingDimCheck
  [0x626011] __TEXT,__cstring: Source dimensions outside ASE range: Src width = %s%d.%s%u, Src height = %s%d.%s%u, Min = %s%d.%s%u, Max width = %s%d.%s%u,
  [0x62608e] __TEXT,__cstring: M2ScalerScalingControl
  [0x6260a5] __TEXT,__cstring: site.M2ScalerScalingControl
  [0x6260c1] __TEXT,__cstring: 121111222222221111
  [0x6260d4] __TEXT,__cstring: initDefaultFilters
  [0x6260e7] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/M2ScalerScalingControl.cpp
  [0x626182] __TEXT,__cstring: error allocating default filters!
  [0x6261a5] __TEXT,__cstring: updateWithCoefficientsRef failed: 0x%x
  [0x6261cd] __TEXT,__cstring: initChromaCustomFilter
  [0x6261e4] __TEXT,__cstring: Failed to allocate custom chroma filter!
  [0x62620e] __TEXT,__cstring: setCustomFilters_gatedContext
  [0x62622c] __TEXT,__cstring: checkForMaxDownscale
  [0x626241] __TEXT,__cstring: Scale Exceeds HW Ratio Limit: Dimension=%s, SrcSize=%u, DstSize=%u, HW Precision=%u.%u, srcToDstRatio=%s%d.%s%u, HW limit=%s%d.%s%u
  [0x6262c6] __TEXT,__cstring: IosaDegammaPipeUnit
  [0x6262da] __TEXT,__cstring: site.IosaDegammaPipeUnit
  [0x6262f3] __TEXT,__cstring: IosaRegammaPipeUnit
  [0x626307] __TEXT,__cstring: site.IosaRegammaPipeUnit
  [0x626320] __TEXT,__cstring: IosaPolyphaseScalingPipeUnit
  [0x62633d] __TEXT,__cstring: site.IosaPolyphaseScalingPipeUnit
  [0x62635f] __TEXT,__cstring: 1212222122122122122122211111122
  [0x62637f] __TEXT,__cstring: error allocating ScalerFilterType[%d] filters!
  [0x6263af] __TEXT,__cstring: IosaDPEControlMSR16
  [0x6263c3] __TEXT,__cstring: site.IosaDPEControlMSR16
  [0x6263dc] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/DPEControl/IosaDPEControlMSR16.cpp
  [0x62647f] __TEXT,__cstring: IosaWdmaControlMSR23
  [0x626494] __TEXT,__cstring: site.IosaWdmaControlMSR23
  [0x6264ae] __TEXT,__cstring: configureWDMA_gatedContext
  [0x6264c9] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/IosaWdmaControlMSR23.cpp
  [0x626562] __TEXT,__cstring: Updating MSR_CTRL_PIPE_CONFIG1_OFFSET
  [0x626589] __TEXT,__cstring: IosaWdmaPipeUnitMSR23
  [0x62659f] __TEXT,__cstring: site.IosaWdmaPipeUnitMSR23
  [0x6265ba] __TEXT,__cstring: IosaColorManagerMSR10j
  [0x6265d1] __TEXT,__cstring: site.IosaColorManagerMSR10j
  [0x6265ed] __TEXT,__cstring: AppleM2ScalerCSCHalMSR
  [0x626604] __TEXT,__cstring: site.AppleM2ScalerCSCHalMSR
  [0x626620] __TEXT,__cstring: "[%s] " "Powered down MSR while it is running\n" @%s:%d
  [0x626658] __TEXT,__cstring: AppleM2ScalerCSCHalMSR.cpp
  [0x626673] __TEXT,__cstring: detectHardwareVersion
  [0x626689] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/AppleM2ScalerCSCHalMSR.cpp
  [0x626724] __TEXT,__cstring: Couldn't map register memory!
  [0x626743] __TEXT,__cstring: [MSR15] SOC Major: %#x Minor: %#x
  [0x626767] __TEXT,__cstring: [MSR15] Overriding MSRVERSION with SOCVERSION (%#x)
  [0x62679d] __TEXT,__cstring: [MSR16] SOC Major: %#x Minor: %#x
  [0x6267c0] __TEXT,__cstring: [MSR16] Overriding MSRVERSION with SOCVERSION (%#x)
  [0x6267f6] __TEXT,__cstring: [IOSA][Boot ] [MSR21] SOC Major: %#x Minor: %#x
  [0x626827] __TEXT,__cstring: [IOSA][Boot ] MSRVERSION updated from %#x to %#x
  [0x62685a] __TEXT,__cstring: [IOSA][Boot ] [MSR22] SOC Major: %#x Minor: %#x
  [0x62688b] __TEXT,__cstring: [IOSA][Boot ] [MSR22] MSR CHIPID: %d
  [0x6268b2] __TEXT,__cstring: [IOSA][Boot ] [MSR22] Overriding MSRVERSION with SOCVERSION (%#x)
  [0x6268f6] __TEXT,__cstring: Scaler HW version: 0x%x
  [0x626910] __TEXT,__cstring: Linear Quadra Bayer formats cannot be folded
  [0x62693e] __TEXT,__cstring: Folded Quadra Bayer formats cannot have linear containers
  [0x62697a] __TEXT,__cstring: Invalid Lossy level: %d
  [0x626993] __TEXT,__cstring: Invalid component type: %d
  [0x6269af] __TEXT,__cstring: miscDimensionAdjustments
  [0x6269c8] __TEXT,__cstring: %s %s transform dimension %s%d.%s%u plus offset %s%d.%s%u exceeds plane dimension %s%d.%s%u and will not be clipped
  [0x626a3d] __TEXT,__cstring: Transform results in dimensional adjustment, Not allowed with VRA Scaling
  [0x626a88] __TEXT,__cstring: dimensionAdjustmentsWithExtendedPixels
  [0x626aaf] __TEXT,__cstring: dimensionAdjustmentsWithExtendedPixels %s, %s %s%d.%s%u
  [0x626ae8] __TEXT,__cstring: validateAndAdjustTransformFormat
  [0x626b09] __TEXT,__cstring: blits to MEDIA compressed surfaces not supported
  [0x626b3b] __TEXT,__cstring: kIOSurfaceAcceleratorReducedPrecisionFractionalOffsets is not supported by this version of hardware
  [0x626ba1] __TEXT,__cstring: VRA Scaling is not supported alongside kIOSurfaceAcceleratorReducedPrecisionFractionalOffsets
  [0x626c01] __TEXT,__cstring: Cannot adjust dimensions for internal rounding
  [0x626c31] __TEXT,__cstring: offset Adjustments for QuadraBayer formats failed.
  [0x626c65] __TEXT,__cstring: Dimension Adjustments for QuadraBayer formats failed.
  [0x626c9c] __TEXT,__cstring: 422 1-plane dest format (%s) not supported with border fill
  [0x626cd9] __TEXT,__cstring: 422 1-plane dest format (%s) not supported with histogram
  [0x626d14] __TEXT,__cstring: Packed YCbCr format (%s) cannot be tiled
  [0x626d3e] __TEXT,__cstring: Packed YCbCr dest format (%s) cannot be <= 4x high for this version of scaler
  [0x626d8d] __TEXT,__cstring: BIF tiling not supported by this version of hardware
  [0x626dc3] __TEXT,__cstring: Buffer Pitch alignment check failed for tiled source buffer
  [0x626e01] __TEXT,__cstring: pitch = %d
  [0x626e0d] __TEXT,__cstring: Buffer alignment check failed for tiled buffer
  [0x626e3d] __TEXT,__cstring: pTransformData->Luma = %llx, pTransformData->Chroma = %llx
  [0x626e79] __TEXT,__cstring: Video Encoder Reference Frame tile format not supported for format %s
  [0x626ec0] __TEXT,__cstring: This version of compression requires a minimum of %u bits per pixel. Format %s has minimum %u BPP
  [0x626f23] __TEXT,__cstring: Pixel format %s cannot be transformed to %s
  [0x626f50] __TEXT,__cstring: This version of hardware can corrupt memory with dest height=%u, source width=%u, planes=%u
  [0x626fad] __TEXT,__cstring: Failure mode: dest height <= 32, source width > 128, planes > 1
  [0x626fee] __TEXT,__cstring: Rejecting transform because this version of hardware can hang with YCbCr input + Packed output + horizontal chroma downsampling on + any CSC or the CM on
  [0x627089] __TEXT,__cstring: A8RGB101010-2Plane format (%s) cannot be used at the destination if source (%s) does not have alpha
  [0x6270ee] __TEXT,__cstring: A8RGB101010-2Plane format (%s) cannot be used at the destination if alpha override is enabled
  [0x62714d] __TEXT,__cstring: Pixel averaging not allowed with VRA Scaling
  [0x62717b] __TEXT,__cstring: ASE not allowed with VRA Scaling
  [0x62719d] __TEXT,__cstring: HDR not allowed with VRA Scaling
  [0x6271bf] __TEXT,__cstring: Differing chroma subsampling not allowed with VRA Scaling
  [0x6271fa] __TEXT,__cstring: Symmetric Scaling is not yet enabled with Rotations and Flips
  [0x62723a] __TEXT,__cstring: Cannot enable symmetric scaling for this verison of HW
  [0x627272] __TEXT,__cstring: MSR Error Occurred = 0x%x
  [0x62728d] __TEXT,__cstring: iterateOnFramesContextSwitch_gatedContext
  [0x6272b7] __TEXT,__cstring: Context switch but no request in completion queue.
  [0x6272eb] __TEXT,__cstring: Contex Switch transform id %d doesn't exist in compeletion queue!
  [0x62732e] __TEXT,__cstring: Invalid transform request for context switch %d!
  [0x627360] __TEXT,__cstring: CtxSwitchTaskId %d LastTaskId %d
  [0x627382] __TEXT,__cstring: "[%s] " "MSR reset happened without driver intervention (DPG?) (%u < %u)!\n" @%s:%d
  [0x6273d6] __TEXT,__cstring: iterateOnFrames_gatedContext
  [0x6273f3] __TEXT,__cstring: HAL request to process transforms more than completion queue count (%u > %u)!
  [0x627442] __TEXT,__cstring: ProcessName
  [0x62744e] __TEXT,__cstring: SourceWidth
  [0x62745a] __TEXT,__cstring: SourceHeight
  [0x627467] __TEXT,__cstring: SourcePixelFormat
  [0x627479] __TEXT,__cstring: DestinationWidth
  [0x62748a] __TEXT,__cstring: DestinationHeight
  [0x62749c] __TEXT,__cstring: DestinationPixelFormat
  [0x6274b3] __TEXT,__cstring: Rotation
  [0x6274bc] __TEXT,__cstring: SourceRGB
  [0x6274c6] __TEXT,__cstring: SourceYCbCr
  [0x6274d2] __TEXT,__cstring: SourceCompressedPlane%u
  [0x6274ea] __TEXT,__cstring: ReshapingLUT
  [0x6274f7] __TEXT,__cstring: MMRCb
  [0x6274fd] __TEXT,__cstring: MMRCr
  [0x627503] __TEXT,__cstring: ChromaUpSample
  [0x627512] __TEXT,__cstring: DivideAlphaFirst
  [0x627523] __TEXT,__cstring: MultiplyAlphaFirst
  [0x627536] __TEXT,__cstring: DivideAlphaSecond
  [0x627548] __TEXT,__cstring: MultiplyAlphaSecond
  [0x62755c] __TEXT,__cstring: DeGammaForLinearScale
  [0x627572] __TEXT,__cstring: ReGammaForLinearScale
  [0x627588] __TEXT,__cstring: VerticalScale
  [0x627596] __TEXT,__cstring: HorizontalScale
  [0x6275a6] __TEXT,__cstring: ChromaDownSample
  [0x6275b7] __TEXT,__cstring: Dither
  [0x6275be] __TEXT,__cstring: BorderFill
  [0x6275c9] __TEXT,__cstring: DestinationRGB
  [0x6275d8] __TEXT,__cstring: DestinationYCbCr
  [0x6275e9] __TEXT,__cstring: DestinationCompressedPlane%u
  [0x627606] __TEXT,__cstring: WriteAddressNot128aligned
  [0x627620] __TEXT,__cstring: StrideNotMultipleOf32
  [0x627636] __TEXT,__cstring: resetHousekeeping_gatedContext
  [0x627655] __TEXT,__cstring: mCurrentIsrFrames != 0 after reset, hw frame counter %u, isr frame counter %u
  [0x6276a4] __TEXT,__cstring: MSR Debug status (MSR_CTRL_DBGSTS) error = %#x
  [0x6276d4] __TEXT,__cstring: MSR Interrupt status (MSR_GLBL_IRQSTS) error = %#x
  [0x627708] __TEXT,__cstring: %s: X offset of %u is greater than maximum of %u for this hardware)
  [0x62774c] __TEXT,__cstring: %s: Y offset of %u is greater than maximum of %u for this hardware)
  [0x627790] __TEXT,__cstring: %s: planeWidth: %d is smaller than requested width: %d and offset: %d
  [0x6277d7] __TEXT,__cstring: %s: planeHeight: %d is smaller than requested height: %d and offset: %d
  [0x627820] __TEXT,__cstring: MSR Register Dump
  [0x627833] __TEXT,__cstring: debugDumpRegisters
  [0x627846] __TEXT,__cstring: **********************************************************
  [0x627882] __TEXT,__cstring: After transform...
  [0x627896] __TEXT,__cstring: Custom Register Dump:
  [0x6278ad] __TEXT,__cstring: canContextSwitch
  [0x6278be] __TEXT,__cstring: req %d prio %d ctx_sw_cnt %d
  [0x6278e1] __TEXT,__cstring: [IOSA][Boot ] [MSR%d] SOC Major: %#x Minor: %#x
  [0x627912] __TEXT,__cstring: Bad Quadra Bayer format %u
  [0x62792f] __TEXT,__cstring: QuadraBayer: %s: %s (%s) [%d]
  [0x62794e] __TEXT,__cstring: getVersatileSenselArrayFormat
  [0x62796c] __TEXT,__cstring: [QB] Resolving 0xff sniff to Bayer_RGGB
  [0x627995] __TEXT,__cstring: getVersatileSenselArrayFolding
  [0x6279b4] __TEXT,__cstring: unfolded
  [0x6279bd] __TEXT,__cstring: folded
  [0x6279c4] __TEXT,__cstring: ASEScale
  [0x6279cd] __TEXT,__cstring: ASEANEEnh
  [0x6279d7] __TEXT,__cstring: ASEEnh
  [0x6279de] __TEXT,__cstring: ASEChEnh
  [0x6279e7] __TEXT,__cstring: ASEEBEEnh
  [0x6279f1] __TEXT,__cstring: ASENoiseEst
  [0x6279fd] __TEXT,__cstring: ASEPeakEnh
  [0x627a08] __TEXT,__cstring: CMDeGam
  [0x627a10] __TEXT,__cstring: CMPostDeGam3x3
  [0x627a1f] __TEXT,__cstring: CMPQReGam
  [0x627a29] __TEXT,__cstring: CMPreTM3x3
  [0x627a39] __TEXT,__cstring: CMPostTM3x3
  [0x627a45] __TEXT,__cstring: CMDetPrsv
  [0x627a4f] __TEXT,__cstring: CMPostCLUT3x3
  [0x627a5d] __TEXT,__cstring: CMPQDeGam
  [0x627a67] __TEXT,__cstring: CMPreReGam3x3
  [0x627a75] __TEXT,__cstring: CMReGam
  [0x627a7d] __TEXT,__cstring: CMPostCm3x3
  [0x627a89] __TEXT,__cstring: CMOOTF
  [0x627a90] __TEXT,__cstring: M2ScalerSrcDestCfgControlMSR24
  [0x627aaf] __TEXT,__cstring: site.M2ScalerSrcDestCfgControlMSR24
  [0x627ad3] __TEXT,__cstring: IosaRdmaControlMSR23
  [0x627ae8] __TEXT,__cstring: site.IosaRdmaControlMSR23
  [0x627b02] __TEXT,__cstring: configureRDMA_gatedContext
  [0x627b1d] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/IosaRdmaControlMSR23.cpp
  [0x627bb6] __TEXT,__cstring: IosaRdmaPipeUnitMSR23
  [0x627bcc] __TEXT,__cstring: site.IosaRdmaPipeUnitMSR23
  [0x627be7] __TEXT,__cstring: IosaRdmaControlMSR18
  [0x627bfc] __TEXT,__cstring: site.IosaRdmaControlMSR18
  [0x627c16] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/IosaRdmaControlMSR18.cpp
  [0x627caf] __TEXT,__cstring: IosaRdmaControlMSR20
  [0x627cc4] __TEXT,__cstring: site.IosaRdmaControlMSR20
  [0x627cde] __TEXT,__cstring: FrameDescriptorRing
  [0x627cf2] __TEXT,__cstring: site.FrameDescriptorRing
  [0x627d0b] __TEXT,__cstring: 1222222222222112222222212111121122222
  [0x627d31] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/FrameDescriptorRing.cpp
  [0x627dc9] __TEXT,__cstring: Failed to init obj=%p!
  [0x627de1] __TEXT,__cstring: Failed to allocate MD for FDR
  [0x627e00] __TEXT,__cstring: Failed to map FDR to CPU VA
  [0x627e1d] __TEXT,__cstring: FrameDescriptorRing: va=%#llx, dva=%#llx, length=%lu
  [0x627e53] __TEXT,__cstring: Failed to enqueue frame descriptor!
  [0x627e78] __TEXT,__cstring: pollForReads
  [0x627e85] __TEXT,__cstring: FDR pointers %lld %lld previous (%lld %lld)
  [0x627eb3] __TEXT,__cstring: dequeueFrame
  [0x627ec0] __TEXT,__cstring: [IOSA] [Scaler%d] Unexpected frame_id (req %u aw seq %u prio %u)
  [0x627f02] __TEXT,__cstring: dequeueFrame frame %d request %d, seq %d active window %d / %d
  [0x627f42] __TEXT,__cstring: deAllocateFrameForRequest
  [0x627f5c] __TEXT,__cstring: deAllocateFrameByRequest %d, frame %d, active window %d / %d
  [0x627f9a] __TEXT,__cstring: resetPointers
  [0x627fa8] __TEXT,__cstring: FDR latch enabled. Need to decrement power ref count.
  [0x627fe0] __TEXT,__cstring: canEnqueueFrame
  [0x627ff0] __TEXT,__cstring: Can't enqueue req %d, as req %d seq %d likely stuck.
  [0x628026] __TEXT,__cstring: AppleM2ScalerCSCHalMSR4
  [0x62803e] __TEXT,__cstring: site.AppleM2ScalerCSCHalMSR4  [0x62805b] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/AppleM2ScalerCSCHalMSR4.cpp
  [0x6280f7] __TEXT,__cstring: MSR 4 Register Dump%s
  [0x62810e] __TEXT,__cstring: MSR4 Debug status (MSR_CTRL_DBGSTS) error = 0x%x
  [0x628140] __TEXT,__cstring: MSR4 Interrupt status (MSR_GLBL_IRQSTS) error = 0x%x
  [0x628176] __TEXT,__cstring: validateXAlignment
  [0x628189] __TEXT,__cstring: Luma Stride: %u is improperly aligned to: %u bytes
  [0x6281bd] __TEXT,__cstring: Chroma Stride: %u is improperly aligned to: %u bytes
  [0x6281f3] __TEXT,__cstring: X offset: %u is improperly aligned to: %u pixels
  [0x628225] __TEXT,__cstring: M2ScalerScalingControlMSR23
  [0x628241] __TEXT,__cstring: site.M2ScalerScalingControlMSR23
  [0x628262] __TEXT,__cstring: allocateFilter
  [0x628271] __TEXT,__cstring: /Library/Caches/com.apple.xbs/EDB90A71-BACB-4ACE-8730-5062A025EB84/TemporaryDirectory.5OlesM/Sources/IOSurfaceAccelerator_kexts/M2ScalerScalingControlMSR23.cpp
  [0x628311] __TEXT,__cstring: Allocating backwards compatible filter for custom filters.
  [0x62834d] __TEXT,__cstring: Allocating backwards compatible filter for custom chroma filters.
  [0x628390] __TEXT,__cstring: configureDDAInit_gatedContext
  [0x6283ae] __TEXT,__cstring: [SYM] Configuring LUMADDAInit[%s] as 0x%x (%s%d.%s%u)
