  [0xd10102] __TEXT,__const: accessorysensormgrd
  [0xd77d54] __TEXT,__cstring: com.apple.apfs.sep.ramdisk
  [0xd77d6f] __TEXT,__cstring: %s:%d: This operation needs entitlement to declare that SEP is running in ramdisk enviroment)
  [0xd77dce] __TEXT,__cstring: %s:%d: can not find key for volume uuid %s on container %s at fsindex %d
  [0xd77e18] __TEXT,__cstring: %s:%d: failed to find any encrypted volume in container %s
  [0xd77e54] __TEXT,__cstring: %s:%d: crypto-io mode for container %s was enabled by pid <%d> (%s), %d encrypted fs found
  [0xd77eb0] __TEXT,__cstring: %s:%d: failed to enable crypto-io mode for container %s: %d - %s
  [0xd77ef2] __TEXT,__cstring: %s:%d: failed to get container for %s: %d - %s
  [0xd77f22] __TEXT,__cstring: containerDisableCryptoIO
  [0xd77f3b] __TEXT,__cstring: %s:%d: crypto-io mode for container %s was disabled by pid <%d> (%s)
  [0xd77f81] __TEXT,__cstring: %s:%d: failed to get container disk bsdname
  [0xd77fae] __TEXT,__cstring: lockerDataGetSet
  [0xd77fbf] __TEXT,__cstring: %s:%d: failed to load container (disk = %s), error = %d (%s)
  [0xd77ffd] __TEXT,__cstring: %s:%d: failing due to placeholder nx media keybag range mismatch
  [0xd7803f] __TEXT,__cstring: %s:%d: failed to allocate keybag for placeholder nx
  [0xd78074] __TEXT,__cstring: %s:%d: %s keylocker prange block count is above upperbound - %llu, maximum permitted block count is %d
  [0xd780dc] __TEXT,__cstring: %s:%d: failed to allocate locker data
  [0xd78103] __TEXT,__cstring: %s:%d: failed to map locker data
  [0xd78125] __TEXT,__cstring: %s:%d: failed to load keybag wrapping key for placeholder nx, error = %d
  [0xd7816f] __TEXT,__cstring: %s:%d: failed to %s locker data, error = %d
  [0xd781a0] __TEXT,__cstring: %s:%d: failed to copy locker data back into userspace, error = %d
  [0xd781e3] __TEXT,__cstring: %s:%d: %s extents results size %ld is too small %ld
  [0xd78218] __TEXT,__cstring: containerGetSpacemanStats
  [0xd78232] __TEXT,__cstring: %s:%d: %s extents iteration failed %d
  [0xd78259] __TEXT,__cstring: %s:%d: %s bad zone log results size %ld
  [0xd78282] __TEXT,__cstring: %s:%d: failed to find container to determine volume lock status dev_path = %s  [0xd782d1] __TEXT,__cstring: apfs_is_volume_locked
  [0xd782e7] __TEXT,__cstring: com.apple.private.apfs.volume-cache-key
  [0xd7830f] __TEXT,__cstring: volumeCacheKey
  [0xd7831e] __TEXT,__cstring: %s:%d: %s caching volume key is only supported on the boot container
  [0xd78364] __TEXT,__cstring: %s:%d: %s caching volume key not supported in TDM
  [0xd78397] __TEXT,__cstring: image-type
  [0xd783a2] __TEXT,__cstring: sparse
  [0xd783a9] __TEXT,__cstring: sparse-backend
  [0xd783b8] __TEXT,__cstring: DiskImageURL
  [0xd783c5] __TEXT,__cstring: %s:%d: Decoding of url %s failed with %d
  [0xd783ef] __TEXT,__cstring: container_backingstore_is_sparse
  [0xd78410] __TEXT,__cstring: %s:%d: Image url %s Image path %s
  [0xd78433] __TEXT,__cstring: %s:%d: Image %s is a flat file, do not consider as sparse
  [0xd7846e] __TEXT,__cstring: %s:%d: lookup for %s failed with %d
  [0xd78492] __TEXT,__cstring: file://
  [0xd7849a] __TEXT,__cstring: %s:%d: allocating placeholder container failed, error = %d
  [0xd784d6] __TEXT,__cstring: alloc_placeholder_nx
  [0xd784eb] __TEXT,__cstring: %s:%d: failing to create major/minor pair path = %s
  [0xd78520] __TEXT,__cstring: get_vnode_for_dev
  [0xd78532] __TEXT,__cstring: %s:%d: failed to create vnode for in-kernel mount, error = %d path = %s
  [0xd7857b] __TEXT,__cstring: %s:%d: failed to open vnode for in-kernel mount, error = %d path = %s
  [0xd785c2] __TEXT,__cstring: %s:%d: %s failed to get volume %d: %d
  [0xd785e9] __TEXT,__cstring: valid_bootable_volume
  [0xd785ff] __TEXT,__cstring: %s:%d: failed to create matching dictionary for %s
  [0xd78633] __TEXT,__cstring: waitForService_helper
  [0xd78649] __TEXT,__cstring: %s:%d: failed manifest init: %u
  [0xd7866a] __TEXT,__cstring: image4v2_trust_evaluate
  [0xd78682] __TEXT,__cstring: %s:%d: failed payload init: %u
  [0xd786a2] __TEXT,__cstring: %s:%d: failed restore_info attach: %u
  [0xd786c9] __TEXT,__cstring: %s:%d: failed context init: %u
  [0xd786e9] __TEXT,__cstring: %s:%d: failed manifest attach: %u
  [0xd7870c] __TEXT,__cstring: %s:%d: failed nonce attach: %u
  [0xd7872c] __TEXT,__cstring: %s:%d: failed context evaluate: %u
  [0xd78750] __TEXT,__cstring: %s:%d: failed context evaluate payload: %u
  [0xd7877c] __TEXT,__cstring: %s:%d: failed get payload bytes: %u
  [0xd787a1] __TEXT,__cstring: /arm-io/sep
  [0xd787ad] __TEXT,__cstring: SEPHiddenKeySupport
  [0xd787c1] __TEXT,__cstring: image-format-read-only
  [0xd787d8] __TEXT,__cstring: Target Disk Mode
  [0xd787e9] __TEXT,__cstring: Virtual Interface
  [0xd787fb] __TEXT,__cstring: %s:%d: encrypted IO not supported during lightweight probe dev_name = %s
  [0xd78845] __TEXT,__cstring: iokit_read
  [0xd78850] __TEXT,__cstring: apfs_container_unmount_dangling
  [0xd78870] __TEXT,__cstring: %s:%d: Found %d dangling mounts on %s
  [0xd78897] __TEXT,__cstring: container_get_dangling_mounts
  [0xd788b5] __TEXT,__cstring: %s:%d: Found dangling mount %s
  [0xd788d5] __TEXT,__cstring: dangling_mount_callback
  [0xd788ed] __TEXT,__cstring: Offline
  [0xd788f5] __TEXT,__cstring: Pairing
  [0xd788fd] __TEXT,__cstring: Checking
  [0xd78906] __TEXT,__cstring: Corrupt
  [0xd7890e] __TEXT,__cstring: Incompatible
  [0xd7891b] __TEXT,__cstring: Readonly
  [0xd78924] __TEXT,__cstring: Online
  [0xd7892b] __TEXT,__cstring: Status
  [0xd78932] __TEXT,__cstring: %s:%d: container loaded in exclusive mode by pid <%d>, refusing this request to get the container by pid <%d>
  [0xd789a1] __TEXT,__cstring: container_get
  [0xd789af] __TEXT,__cstring: %s:%d: %s key is not pre-loaded for vol uuid = %s
  [0xd789e2] __TEXT,__cstring: setup_volume_crypto_keys
  [0xd789fb] __TEXT,__cstring: %s:%d: %s secondary key is not pre-loaded for source vol uuid = %s
  [0xd78a3f] __TEXT,__cstring: VEKUserProtected
  [0xd78a50] __TEXT,__cstring: VEKSystemProtected
  [0xd78a63] __TEXT,__cstring: %s:%d: %s apfs_vek_get_aks_state failed with error %d
  [0xd78a9a] __TEXT,__cstring: fillEncryptionInfoForVolume
  [0xd78ab6] __TEXT,__cstring: VEKStateError
  [0xd78ac4] __TEXT,__cstring: fs_size
  [0xd78acc] __TEXT,__cstring: fs_reserve
  [0xd78ad7] __TEXT,__cstring: fs_quota
  [0xd78ae0] __TEXT,__cstring: fs_free
  [0xd78ae8] __TEXT,__cstring: fs_used
  [0xd78af0] __TEXT,__cstring: blksize
  [0xd78af8] __TEXT,__cstring: reserve
  [0xd78b0a] __TEXT,__cstring: Volume count
  [0xd78b17] __TEXT,__cstring: Max volume count
  [0xd78b28] __TEXT,__cstring: %s:%d: %s failed to get free extent info from spaceman, error = %d
  [0xd78b6c] __TEXT,__cstring: get_free_extents_histogram
  [0xd78b87] __TEXT,__cstring: %s:%d: Invalid parameters
  [0xd78ba2] __TEXT,__cstring: freeExtentInfoCallback
  [0xd78bb9] __TEXT,__cstring: Invalid
  [0xd78bc1] __TEXT,__cstring: ONEKEY
  [0xd78bc8] __TEXT,__cstring: ScalablePFK
  [0xd78bd4] __TEXT,__cstring: apfs_iokit.cpp
  [0xd78be3] __TEXT,__cstring: Read requests sent to block device
  [0xd78c06] __TEXT,__cstring: Bytes read from block device
  [0xd78c23] __TEXT,__cstring: Write requests sent to block device
  [0xd78c47] __TEXT,__cstring: Bytes written to block device
  [0xd78c65] __TEXT,__cstring: Object cache: Total number of queries
  [0xd78c8b] __TEXT,__cstring: Object cache: Number of hits
  [0xd78ca8] __TEXT,__cstring: Object cache: Number of evictions
  [0xd78cca] __TEXT,__cstring: Object cache: Number of reads
  [0xd78ce8] __TEXT,__cstring: Object cache: Number of writes
  [0xd78d07] __TEXT,__cstring: Object cache: Number of full cache flushes
  [0xd78d32] __TEXT,__cstring: Object cache: Number of partial cache flushes
  [0xd78d60] __TEXT,__cstring: Object cache: Number of objects processed by partial cache flushes
  [0xd78da3] __TEXT,__cstring: Metadata: Number of bytes read
  [0xd78dc2] __TEXT,__cstring: Metadata: Number of read errors
  [0xd78de2] __TEXT,__cstring: Metadata: Number of spaceman bitmap bytes read
  [0xd78e11] __TEXT,__cstring: Metadata: Number of bytes written
  [0xd78e33] __TEXT,__cstring: Metadata: Number of write errors
  [0xd78e54] __TEXT,__cstring: Metadata: Number of spaceman bitmap bytes written
  [0xd78e86] __TEXT,__cstring: Metadata: Number of bytes written to checkpoint area
  [0xd78ebb] __TEXT,__cstring: FX defrag: Number of blocks reallocated
  [0xd78ee3] __TEXT,__cstring: FX defrag: Number of file extents reallocated
  [0xd78f11] __TEXT,__cstring: FX defrag: Number of file extents skipped during relocation
  [0xd78f4d] __TEXT,__cstring: FX defrag: Number of spaceman chunks chosen for data relocation
  [0xd78f8d] __TEXT,__cstring: FX defrag: Number of times free extent defrag has run
  [0xd78fc3] __TEXT,__cstring: FX defrag: Number of times free extent defrag has completed
  [0xd78fff] __TEXT,__cstring: FX defrag: Number of times free extent defrag has run aggressively
  [0xd79042] __TEXT,__cstring: FX defrag: Number of times free extent defrag has completed aggressively
  [0xd7908b] __TEXT,__cstring: FX defrag: Extension version
  [0xd790a8] __TEXT,__cstring: FX defrag: Days since boot
  [0xd790c3] __TEXT,__cstring: FX defrag: Total run attempts
  [0xd790e1] __TEXT,__cstring: FX defrag: All runs total time (in mSec)
  [0xd7910a] __TEXT,__cstring: FX defrag: Last run error/exit reason
  [0xd79130] __TEXT,__cstring: FX defrag: Numer of fexts skipped due to ENOSPC
  [0xd79160] __TEXT,__cstring: FX defrag: Run1 chunk flags
  [0xd7917c] __TEXT,__cstring: FX defrag: Run1 chunk index
  [0xd79198] __TEXT,__cstring: FX defrag: Run1 free extents count
  [0xd791bb] __TEXT,__cstring: FX defrag: Run1 free extents average size
  [0xd791e5] __TEXT,__cstring: FX defrag: Run1 free extents size std-dev
  [0xd7920f] __TEXT,__cstring: FX defrag: Run1 free extents maximal size
  [0xd79239] __TEXT,__cstring: FX defrag: Run1 alloc extents count
  [0xd7925d] __TEXT,__cstring: FX defrag: Run1 alloc extents average size
  [0xd79288] __TEXT,__cstring: FX defrag: Run1 alloc extents size std-dev
  [0xd792b3] __TEXT,__cstring: FX defrag: Run1 alloc extents maximal size
  [0xd792de] __TEXT,__cstring: FX defrag: Run2 chunk flags
  [0xd792fa] __TEXT,__cstring: FX defrag: Run2 chunk index
  [0xd79316] __TEXT,__cstring: FX defrag: Run2 free extents count
  [0xd79339] __TEXT,__cstring: FX defrag: Run2 free extents average size
  [0xd79363] __TEXT,__cstring: FX defrag: Run2 free extents size std-dev
  [0xd7938d] __TEXT,__cstring: FX defrag: Run2 free extents maximal size
  [0xd793b7] __TEXT,__cstring: FX defrag: Run2 alloc extents count
  [0xd793db] __TEXT,__cstring: FX defrag: Run2 alloc extents average size
  [0xd79406] __TEXT,__cstring: FX defrag: Run2 alloc extents size std-dev
  [0xd79431] __TEXT,__cstring: FX defrag: Run2 alloc extents maximal size
  [0xd7945c] __TEXT,__cstring: FX defrag: Run3 chunk flags
  [0xd79478] __TEXT,__cstring: FX defrag: Run3 chunk index
  [0xd79494] __TEXT,__cstring: FX defrag: Run3 free extents count
  [0xd794b7] __TEXT,__cstring: FX defrag: Run3 free extents average size
  [0xd794e1] __TEXT,__cstring: FX defrag: Run3 free extents size std-dev
  [0xd7950b] __TEXT,__cstring: FX defrag: Run3 free extents maximal size
  [0xd79535] __TEXT,__cstring: FX defrag: Run3 alloc extents count
  [0xd79559] __TEXT,__cstring: FX defrag: Run3 alloc extents average size
  [0xd79584] __TEXT,__cstring: FX defrag: Run3 alloc extents size std-dev
  [0xd795af] __TEXT,__cstring: FX defrag: Run3 alloc extents maximal size
  [0xd795da] __TEXT,__cstring: FX defrag: Run4 chunk flags
  [0xd795f6] __TEXT,__cstring: FX defrag: Run4 chunk index
  [0xd79612] __TEXT,__cstring: FX defrag: Run4 free extents count
  [0xd79635] __TEXT,__cstring: FX defrag: Run4 free extents average size
  [0xd7965f] __TEXT,__cstring: FX defrag: Run4 free extents size std-dev
  [0xd79689] __TEXT,__cstring: FX defrag: Run4 free extents maximal size
  [0xd796b3] __TEXT,__cstring: FX defrag: Run4 alloc extents count
  [0xd796d7] __TEXT,__cstring: FX defrag: Run4 alloc extents average size
  [0xd79702] __TEXT,__cstring: FX defrag: Run4 alloc extents size std-dev
  [0xd7972d] __TEXT,__cstring: FX defrag: Run4 alloc extents maximal size
  [0xd79758] __TEXT,__cstring: Number of transactions flushed
  [0xd79777] __TEXT,__cstring: Number of transaction updates
  [0xd79795] __TEXT,__cstring: Number of times device's cache flushed
  [0xd797bc] __TEXT,__cstring: Write burst: Total time
  [0xd797d4] __TEXT,__cstring: Write burst: Total number of bytes written
  [0xd797ff] __TEXT,__cstring: Write burst: Total number of I/Os
  [0xd79821] __TEXT,__cstring: Write burst: Total time between bursts
  [0xd79848] __TEXT,__cstring: Write burst: Burst count
  [0xd79861] __TEXT,__cstring: Read requests received from user
  [0xd79882] __TEXT,__cstring: Bytes read by user
  [0xd79895] __TEXT,__cstring: Write requests received from user
  [0xd798b7] __TEXT,__cstring: Bytes written by user
  [0xd798cd] __TEXT,__cstring: Decmpfs errors
  [0xd798dc] __TEXT,__cstring: Number of times zero filling was skipped
  [0xd79905] __TEXT,__cstring: Calls to VNOP_LOOKUP
  [0xd7991a] __TEXT,__cstring: Calls to VNOP_CREATE
  [0xd7992f] __TEXT,__cstring: Calls to VNOP_MKNOD
  [0xd79943] __TEXT,__cstring: Calls to VNOP_SYMLINK
  [0xd79959] __TEXT,__cstring: Calls to VNOP_LINK
  [0xd7996c] __TEXT,__cstring: Calls to VNOP_READLINK
  [0xd79983] __TEXT,__cstring: Calls to VNOP_GETATTR
  [0xd79999] __TEXT,__cstring: Calls to VNOP_SETATTR
  [0xd799af] __TEXT,__cstring: Calls to VNOP_OPEN
  [0xd799c2] __TEXT,__cstring: Calls to VNOP_CLOSE
  [0xd799d6] __TEXT,__cstring: Calls to VNOP_READ
  [0xd799e9] __TEXT,__cstring: Calls to VNOP_WRITE
  [0xd799fd] __TEXT,__cstring: Calls to VNOP_MMAP
  [0xd79a10] __TEXT,__cstring: Calls to VNOP_MNOMAP
  [0xd79a25] __TEXT,__cstring: Calls to VNOP_FSYNC
  [0xd79a39] __TEXT,__cstring: Calls to VNOP_REMOVE
  [0xd79a4e] __TEXT,__cstring: Calls to VNOP_RENAME
  [0xd79a63] __TEXT,__cstring: Calls to VNOP_RENAMEX
  [0xd79a79] __TEXT,__cstring: Calls to VNOP_MKDIR
  [0xd79a8d] __TEXT,__cstring: Calls to VNOP_RMDIR
  [0xd79aa1] __TEXT,__cstring: Calls to VNOP_READDIR
  [0xd79ab7] __TEXT,__cstring: Calls to VNOP_INACTIVE
  [0xd79ace] __TEXT,__cstring: Calls to VNOP_RECLAIM
  [0xd79ae4] __TEXT,__cstring: Calls to VNOP_PATHCONF
  [0xd79afb] __TEXT,__cstring: Calls to VNOP_PAGEIN
  [0xd79b10] __TEXT,__cstring: Calls to VNOP_PAGEOUT
  [0xd79b26] __TEXT,__cstring: Calls to VNOP_BLKTOOFF
  [0xd79b3d] __TEXT,__cstring: Calls to VNOP_OFFTOBLK
  [0xd79b54] __TEXT,__cstring: Calls to VNOP_BLOCKMAP
  [0xd79b6b] __TEXT,__cstring: Calls to VNOP_STRATEGY
  [0xd79b82] __TEXT,__cstring: Calls to VNOP_IOCTL
  [0xd79b96] __TEXT,__cstring: Calls to VNOP_CLONEFILE
  [0xd79bae] __TEXT,__cstring: Calls to VNOP_GETXATTR
  [0xd79bc5] __TEXT,__cstring: Calls to VNOP_LISTXATTR
  [0xd79bdd] __TEXT,__cstring: Calls to VNOP_SETXATTR
  [0xd79bf4] __TEXT,__cstring: Calls to VNOP_REMOVEXATTR
  [0xd79c0e] __TEXT,__cstring: Calls to VNOP_GETATTRLISTBULK
  [0xd79c2c] __TEXT,__cstring: Calls to VNOP_ALLOCATE
  [0xd79c43] __TEXT,__cstring: Calls to VNOP_GETNAMEDSTREAM
  [0xd79c60] __TEXT,__cstring: Calls to VNOP_MAKENAMEDSTREAM
  [0xd79c7e] __TEXT,__cstring: Calls to VNOP_REMOVENAMEDSTREAM
  [0xd79c9e] __TEXT,__cstring: Calls to VNOP_EXCHANGE
  [0xd79cb5] __TEXT,__cstring: File defrag: Number of file extents reallocated
  [0xd79ce5] __TEXT,__cstring: File defrag: Number of file extents split
  [0xd79d0f] __TEXT,__cstring: File defrag: Number of blocks reallocated
  [0xd79d39] __TEXT,__cstring: File defrag: Number of failed defrag attempts
  [0xd79d67] __TEXT,__cstring: File defrag: Number of files scanned for fragmentation
  [0xd79d9e] __TEXT,__cstring: File defrag: Number of files that finished defragmentation
  [0xd79dd9] __TEXT,__cstring: File defrag: Number of fragmented files found during scans
  [0xd79e14] __TEXT,__cstring: File defrag: Number of fragmented files found that we couldn't track
  [0xd79e59] __TEXT,__cstring: File defrag: Number of regions to defrag found during scans
  [0xd79e95] __TEXT,__cstring: Metadata: Number of objects failed to read
  [0xd79ec0] __TEXT,__cstring: Metadata: Number of fsroot bytes read
  [0xd79ee6] __TEXT,__cstring: Metadata: Number of blockref bytes read
  [0xd79f0e] __TEXT,__cstring: Metadata: Number of snapmeta bytes read
  [0xd79f36] __TEXT,__cstring: Metadata: Number of omap bytes read
  [0xd79f5a] __TEXT,__cstring: Metadata: Number of gbitmap bytes read
  [0xd79f81] __TEXT,__cstring: Metadata: Number of objects failed to write
  [0xd79fad] __TEXT,__cstring: Metadata: Number of fsroot bytes written
  [0xd79fd6] __TEXT,__cstring: Metadata: Number of blockref bytes written
  [0xd7a001] __TEXT,__cstring: Metadata: Number of snapmeta bytes written
  [0xd7a02c] __TEXT,__cstring: Metadata: Number of omap bytes written
  [0xd7a053] __TEXT,__cstring: Metadata: Number of gbitmap bytes written
  [0xd7a07d] __TEXT,__cstring: Calls to VNOP_MMAP_CHECK
  [0xd7a096] __TEXT,__cstring: Calls to VNOP_VERIFY
  [0xd7a0ab] __TEXT,__cstring: AuthAPFS: Number of times file data was validated
  [0xd7a0dd] __TEXT,__cstring: AuthAPFS: Number of bytes validated
  [0xd7a101] __TEXT,__cstring: AuthAPFS: Number of times digest did not match
  [0xd7a130] __TEXT,__cstring: AuthAPFS: Number of times file data was validated with precomputed hashes
  [0xd7a17a] __TEXT,__cstring: AuthAPFS: Number of bytes validated with precomputed hashes
  [0xd7a1b6] __TEXT,__cstring: AuthAPFS: Number of times precomputed hashes did not match
  [0xd7a1f1] __TEXT,__cstring: AuthAPFS: Number of times read was done synchronously
  [0xd7a227] __TEXT,__cstring: AuthAPFS: Number of bytes read synchronously
  [0xd7a254] __TEXT,__cstring: AuthAPFS: Number of bytes returned synchronously
  [0xd7a285] __TEXT,__cstring: Sealed
  [0xd7a28c] __TEXT,__cstring: Broken
  [0xd7a29a] __TEXT,__cstring: e-apfs
  [0xd7a2a1] __TEXT,__cstring: %s:%d: ================ enhanced apfs is enabled ================
  [0xd7a2e4] __TEXT,__cstring: enhanced_apfs_enabled_helper
  [0xd7a301] __TEXT,__cstring: kern.hv_vmm_present
  [0xd7a315] __TEXT,__cstring: %s:%d: failed to get ioreg entry property %s for: %s
  [0xd7a34b] __TEXT,__cstring: get_ioreg_entry_property
  [0xd7a364] __TEXT,__cstring: %s:%d: Failed to create filter dictionary to match system volume
  [0xd7a3a6] __TEXT,__cstring: getBootContainer
  [0xd7a3b7] __TEXT,__cstring: %s:%d: Failed to wait for system volume
  [0xd7a3e0] __TEXT,__cstring: "invalid arguments: op_flags %#x key %p *key %p\n" @%s:%d
  [0xd7a41a] __TEXT,__cstring: %s:%d: cached key for uuid %s and type %u
  [0xd7a445] __TEXT,__cstring: apfs_keycache_operation
  [0xd7a45d] __TEXT,__cstring: %s:%d: copied key for uuid %s and type %u
  [0xd7a488] __TEXT,__cstring: %s:%d: destroyed key for uuid %s and type %u
  [0xd7a4b6] __TEXT,__cstring: %s:%d: %s Failed to unwrap metadata crypto state: error %d (%s)
  [0xd7a4f7] __TEXT,__cstring: prepare_volume_keys_for_offline_purge
  [0xd7a51d] __TEXT,__cstring: %s:%d: %s Unwrapped metadata crypto state successfully.
  [0xd7a556] __TEXT,__cstring: %s:%d: setCrypto %s 0 failed with %u
  [0xd7a57c] __TEXT,__cstring: set_crypto_with_placeholder_nxapfs
  [0xd7a59f] __TEXT,__cstring: %s:%d: nx_keybag_lookup %s false failed with %u
  [0xd7a5d0] __TEXT,__cstring: %s:%d: nx_keybag_lookup %s true failed with %u
  [0xd7a600] __TEXT,__cstring: %s:%d: setCrypto %s 1 failed with %u
  [0xd7a626] __TEXT,__cstring: %s:%d: nx_keybag_setup_with_placeholder_nx failed with %u
  [0xd7a661] __TEXT,__cstring: %s:%d: can not unlock volume with placeholder data, error = %d
  [0xd7a6a1] __TEXT,__cstring: options & apfs_fv_options_secret_is_acm
  [0xd7a6c9] __TEXT,__cstring: %s:%d: %s failed to unwrap volume key, error = %d
  [0xd7a6fc] __TEXT,__cstring: unwrap_and_cache_vek
  [0xd7a711] __TEXT,__cstring: %s:%d: %s only SEP-wrapped volume keys may be cached
