  [0x38cfa5] __TEXT,__cstring: component-index
  [0x3c46ba] __TEXT,__cstring: AppleConvergedIPCPDPInterfaceBase::getProtocolFamily: unknown family nibble from mbuf: %u
  [0x3c4715] __TEXT,__cstring: site.PendSharedQData
  [0x3c472e] __TEXT,__cstring: AppleConvergedIPCPDPInterfaceBase::%s proto_register_plumber failed for PF_INET: %d
  [0x3c4783] __TEXT,__cstring: registerNetworkPlumbers
  [0x3c479b] __TEXT,__cstring: AppleConvergedIPCPDPInterfaceBase::%s proto_register_plumber failed for PF_INET6: %d
  [0x3c47f1] __TEXT,__cstring: AppleConvergedIPCPDPInterfaceBase::%s ifnet_attach_protocol() %u failed: %d
  [0x3c483e] __TEXT,__cstring: attachProtocol
  [0x3c484d] __TEXT,__cstring: AppleConvergedIPCDirectPDPInterface
  [0x3c4871] __TEXT,__cstring: site.AppleConvergedIPCDirectPDPInterface
  [0x3c489a] __TEXT,__cstring: 1211111212221212111111121112112111111111111111121121121121111211112112221111112222211112
  [0x3c48f3] __TEXT,__cstring: AppleConvergedIPCDirectPDPInterface.cpp
  [0x3c491b] __TEXT,__cstring: i24@?0^{IOACIPCSubDescriptor=^{IOACIPCDescriptor}III{IOACIPCFooter=^vII}}8^I16
  [0x3c496a] __TEXT,__cstring: IOAppleConvergedIPCInterface
  [0x3c4987] __TEXT,__cstring: %s%03u
  [0x3c4993] __TEXT,__cstring: AppleConvergedIPCPDPInterface
  [0x3c49b1] __TEXT,__cstring: site.AppleConvergedIPCPDPInterface
  [0x3c49d4] __TEXT,__cstring: 121111121222121211111112111211211111111111111112112112112111121111212
  [0x3c4a1a] __TEXT,__cstring: AppleConvergedIPCPDPADAM
  [0x3c4a33] __TEXT,__cstring: AppleConvergedIPCPDPInterface.cpp
  [0x3c4a55] __TEXT,__cstring: site.AppleConvergedIPCPDPADAM
  [0x3c4a73] __TEXT,__cstring: 12111112122212121112211111111111122222222222222222221121111122112221111111111111111111111111111111122222222111222222222222222222222122222222222222222222
  [0x3c4b0c] __TEXT,__cstring: provider is not an instance of AppleConvergedIPCInterface
  [0x3c4b47] __TEXT,__cstring: acipc-pdp-flags
  [0x3c4b57] __TEXT,__cstring: AppleConvergedIPCPDPADAM.cpp
  [0x3c4b74] __TEXT,__cstring: site.char
  [0x3c4b7e] __TEXT,__cstring: site.RawTxInfo
  [0x3c4b92] __TEXT,__cstring: acipc-pdp-fc-ack-panic
  [0x3c4bae] __TEXT,__cstring: soft_flow_control_enable_write_bytes
  [0x3c4bd3] __TEXT,__cstring: soft_flow_control_disable_write_bytes
  [0x3c4bf9] __TEXT,__cstring: AppleCellularNetworkQueueULInt1
  [0x3c4c19] __TEXT,__cstring: site.AppleCellularNetworkQueueULInt1
  [0x3c4c3e] __TEXT,__cstring: AppleCellularNetworkQueueULInt1.cpp
  [0x3c4c62] __TEXT,__cstring: AppleCellularNetworkQueueStatsULInt1
  [0x3c4ca0] __TEXT,__const: AppleCellularDoorbellManager: number of doorbells 0
  [0x3c4d00] __TEXT,__const: AppleCellularDoorbellManager: unable to allocate doorbell
  [0x3c4d70] __TEXT,__const: AppleCellularDoorbellManager: failed to get dataplane workloop
  [0x3c4de0] __TEXT,__const: AppleCellularDoorbellManager: ERROR: failed to allocate doorbell timer lock
  [0x3c4e60] __TEXT,__const: AppleCellularDoorbellManager: failed to allocate doorbell Timer EventSource
  [0x3c4ee0] __TEXT,__const: AppleCellularDoorbellManager: failed to register doorbell Timer EventSource
  [0x3c4f60] __TEXT,__const: AppleCellularDoorbellManager: destroying
  [0x3c4fc0] __TEXT,__const: AppleCellularDoorbellManager: destroyed
  [0x3c5020] __TEXT,__const: AppleCellularDoorbellManager: db(%u) count(%u) mask(%u)
  [0x3c5060] __TEXT,__const: AppleCellularDoorbellManager: start doorbell timer interval, ringID (%u %u)
  [0x3c50b0] __TEXT,__const: AppleCellularDoorbellManager: force db(%u) count(%u) mask(%u)
  [0x3c5110] __TEXT,__const: AppleCellularDataPlane: Probing. Use ACDP = %u
  [0x3c5140] __TEXT,__const: AppleCellularDataPlane: starting
  [0x3c5190] __TEXT,__const: AppleCellularDataPlane: provider is not an instance of AppleConvergedIPCBBRTIInterface
  [0x3c5210] __TEXT,__const: AppleCellularDataPlane: no RTI device found
  [0x3c5270] __TEXT,__const: AppleCellularDataPacketPool: TxQoSSupported (%u)
  [0x3c52b0] __TEXT,__const: AppleCellularDataPacketPool: ACIPC Control not found
  [0x3c5310] __TEXT,__const: AppleCellularDataPlane: ERROR: context ID not defined
  [0x3c5370] __TEXT,__const: AppleCellularDataPlane: CONFIG: MetaData CR configured
  [0x3c53d0] __TEXT,__const: AppleCellularDataPlane: CONFIG: No MetaData CR configured
  [0x3c5440] __TEXT,__const: AppleCellularDataPlane: CONFIG: Dedicated MSI configured: %u
  [0x3c5480] __TEXT,__const: AppleCellularDataPlane: ERROR: super::start() failed
  [0x3c54e0] __TEXT,__const: AppleCellularDataPlane: ERROR: failed to allocate workloop
  [0x3c5550] __TEXT,__const: AppleCellularDataPlane: ERROR: failed to allocate CommandGate
  [0x3c55c0] __TEXT,__const: AppleCellularDataPlane: ERROR: failed to register CommandGate
  [0x3c5630] __TEXT,__const: AppleCellularDataPlane: ERROR: failed to allocate MessageQueue
  [0x3c56a0] __TEXT,__const: AppleCellularDataPlane: ERROR: failed to register MessageQueue
  [0x3c5710] __TEXT,__const: AppleCellularDataPlane: ERROR: configuration failed
  [0x3c5770] __TEXT,__const: AppleCellularDataPlane: failed to allocate skywalk queue IDs taglist
  [0x3c57e0] __TEXT,__const: AppleCellularDataPlane: failed to initialize skywalk queue IDs taglist
  [0x3c5850] __TEXT,__const: AppleCellularDataPlane: waiting for packet pools
  [0x3c58b0] __TEXT,__const: AppleCellularDataPlane: ERROR: packet pools not available
  [0x3c5920] __TEXT,__const: AppleCellularDataPlane: started
  [0x3c5970] __TEXT,__const: AppleCellularDataPlane: ERROR: unable to create matching dictionary for AppleIPAppender
  [0x3c59f0] __TEXT,__const: AppleCellularDataPlane: ERROR: unable to find AppleIPAppender
  [0x3c5a60] __TEXT,__const: AppleCellularDataPlane: activating
  [0x3c5ab0] __TEXT,__const: AppleCellularDataPlane: ERROR: doorbell manager creation failed
  [0x3c5b20] __TEXT,__const: AppleCellularDataPlane: ERROR: AQM Reporter creation failed
  [0x3c5b90] __TEXT,__const: AppleCellularDataPlane: ERROR: AQM Reporter not started
  [0x3c5bf0] __TEXT,__const: AppleCellularDataPlane: Opening RTI interface
  [0x3c5c50] __TEXT,__const: AppleCellularDataPlane: failed to open provider
  [0x3c5cb0] __TEXT,__const: AppleCellularDataPlane: Opening Default Completion Rings
  [0x3c5d20] __TEXT,__const: AppleCellularDataPlane: failed to open Default Completion Rings
  [0x3c5d90] __TEXT,__const: AppleCellularDataPlane: failed to allocate Bandwidth Timer EventSource
  [0x3c5e00] __TEXT,__const: AppleCellularDataPlane: failed to register Bandwidth Timer EventSource
  [0x3c5e70] __TEXT,__const: AppleCellularDataPlane: allocating global TX Completion Queue
  [0x3c5ee0] __TEXT,__const: AppleCellularDataPlane: failed to create global TX Completion Queue
  [0x3c5f50] __TEXT,__const: AppleCellularDataPlane: failed to initialize global TX Completion Queue
  [0x3c5fc0] __TEXT,__const: AppleCellularDataPlane: allocating Packet Notification Helper [Capacity = %u, TokenSize = %u, Flags = 0x%x
  [0x3c6030] __TEXT,__const: AppleCellularDataPlane: ERROR: failed to create Packet Notification Helper
  [0x3c60b0] __TEXT,__const: AppleCellularDataPlane: Opening Default Transfer Rings
  [0x3c6110] __TEXT,__const: AppleCellularDataPlane: failed to open Default Tranfer Rings
  [0x3c6180] __TEXT,__const: AppleCellularDataPlane: Registering Dedicated MSI handler: %u
  [0x3c61c0] __TEXT,__const: AppleCellularDataPlane: ERROR: failed to allocate ring update EventSource
  [0x3c6240] __TEXT,__const: AppleCellularDataPlane: failed to register data plane EventSource
  [0x3c62b0] __TEXT,__const: AppleCellularDataPlane: Registering Default MSI handler
  [0x3c6310] __TEXT,__const: AppleCellularDataPlane: failed to register MSI handler
  [0x3c6370] __TEXT,__const: AppleCellularDataPlane: activated
  [0x3c63c0] __TEXT,__const: AppleCellularDataPlane: stopping
  [0x3c6410] __TEXT,__const: AppleCellularDataPlane: stopped
  [0x3c6460] __TEXT,__const: AppleCellularDataPlane: destroyed
  [0x3c64b0] __TEXT,__const: AppleCellularDataPlane: unable to create matching dictionary
  [0x3c6520] __TEXT,__const: AppleCellularDataPlane: Loading global configuration
  [0x3c6580] __TEXT,__const: AppleCellularDataPlane: ERROR: no configuration found
  [0x3c65e0] __TEXT,__const: AppleCellularDataPlane: ERROR: EFLAGS not configured
  [0x3c6640] __TEXT,__const: AppleCellularDataPlane: Opening RX.TR
  [0x3c6690] __TEXT,__const: AppleCellularDataPlane: failed to open RX.TR
  [0x3c66f0] __TEXT,__const: AppleCellularDataPlane: triggering doorbell for RX.TR
  [0x3c6760] __TEXT,__const: AppleCellularDataPlane: doorbell for RX.TR failed (ret = 0x%x)
  [0x3c67a0] __TEXT,__const: AppleCellularDataPlane: failed to register RX.TR
  [0x3c6800] __TEXT,__const: AppleCellularDataPlane: Opening MetaData.TR
  [0x3c6860] __TEXT,__const: AppleCellularDataPlane: failed to open Meta.TR
  [0x3c68c0] __TEXT,__const: AppleCellularDataPlane: Opening TX.CR
  [0x3c6910] __TEXT,__const: AppleCellularDataPlane: ERROR: failed to open TX.CR
  [0x3c6970] __TEXT,__const: AppleCellularDataPlane: Opening default RX.CR
  [0x3c69d0] __TEXT,__const: AppleCellularDataPlane: ERROR: failed to open default RX.CR
  [0x3c6a40] __TEXT,__const: AppleCellularDataPlane: Opening MetaData.CR
  [0x3c6aa0] __TEXT,__const: AppleCellularDataPlane: ERROR: failed to open MetaData.CR
  [0x3c6b10] __TEXT,__const: AppleCellularDataPlane: no interface parameters
  [0x3c6b70] __TEXT,__const: AppleCellularDataPlane: failed to allocate Interface (%d)
  [0x3c6bb0] __TEXT,__const: AppleCellularDataPlane: failed to create Interface (%d)
  [0x3c6bf0] __TEXT,__const: AppleCellularDataPlane: attach Interface (%d)
  [0x3c6c20] __TEXT,__const: AppleCellularDataPlane: ERROR: no ring resources available for Tx queue %u
  [0x3c6ca0] __TEXT,__const: AppleCellularDataPlane: failed to attach Interface (%d)
  [0x3c6ce0] __TEXT,__const: AppleCellularDataPlane: attached Interface (%s)
  [0x3c6d10] __TEXT,__const: AppleCellularDataPlane: create Interface done (%d)
  [0x3c6d50] __TEXT,__const: AppleCellularDataPlane: Creating Interface %u
  [0x3c6d80] __TEXT,__const: AppleCellularDataPlane: ERROR: Interface %u exist context %u, waiting timedout
  [0x3c6dd0] __TEXT,__const: AppleCellularDataPlane: ERROR: Interface %u already exists on context %u
  [0x3c6e20] __TEXT,__const: AppleCellularDataPlane: ERROR: Device not present
  [0x3c6e60] __TEXT,__const: AppleCellularDataPlane: ERROR: no ring resources available for CR1
  [0x3c6ed0] __TEXT,__const: AppleCellularDataPlane: ERROR: no ring resources available for TR1
  [0x3c6f40] __TEXT,__const: AppleCellularDataPlane: ERROR: no ring resources available for TR2
  [0x3c6fb0] __TEXT,__const: AppleCellularDataPlane: ERROR: no ring resources available for TR3
  [0x3c7020] __TEXT,__const: AppleCellularDataPlane: ERROR: no ring resources available for TR4
  [0x3c7090] __TEXT,__const: AppleCellularDataPlane: ERROR: no ring resources available for CR2
  [0x3c7100] __TEXT,__const: AppleCellularDataPlane: ERROR: no ring resources available for CR3
  [0x3c7170] __TEXT,__const: AppleCellularDataPlane: ERROR: no ring resources available for CR4
  [0x3c71e0] __TEXT,__const: AppleCellularDataPlane: ERROR: interface not created (ret: %x)
  [0x3c7220] __TEXT,__const: AppleCellularDataPlane: Removing Interface %u
  [0x3c7250] __TEXT,__const: AppleCellularDataPlane: ERROR: Interface does not exist %u
  [0x3c7290] __TEXT,__const: AppleCellularDataPlane: ERROR: Interface %u exist on contextID %u while being removed on contextID %u
  [0x3c7300] __TEXT,__const: AppleCellularDataPlane: Interface %u removal already ongoing on context %u
  [0x3c7350] __TEXT,__const: AppleCellularDataPlane: ERROR: failed to close device Queues. Aborting interface removal (id = %u)
  [0x3c73c0] __TEXT,__const: AppleCellularDataPlane: ERROR: failed to terminate network device (id = %u)
  [0x3c7410] __TEXT,__const: AppleCellularDataPlane: Interface %u removed
  [0x3c7440] __TEXT,__const: AppleCellularDataPlane: registering TX tag list for ring-id %u
  [0x3c7480] __TEXT,__const: AppleCellularDataPlane: deregistering TX tag list for ring-id %u
  [0x3c74d0] __TEXT,__const: AppleCellularDataPlane: registering TX queue for ring-id %u
  [0x3c7510] __TEXT,__const: AppleCellularDataPlane: deregistering TX queue for ring-id %u
  [0x3c7550] __TEXT,__const: Interrupts
  [0x3c7560] __TEXT,__const: AppleCellularDataPlane: performPendingWork start (MSI: %u)
  [0x3c75b0] __TEXT,__const: AppleCellularDataPlane: setPowerStateGated (%p %u)
  [0x3c75f0] __TEXT,__const: AppleCellularDataPlane: got kOffPowerState)
  [0x3c7620] __TEXT,__const: AppleCellularDataPlane: got kOnPowerState)
  [0x3c7650] __TEXT,__const: AppleCellularDataPlane: -> terminate
  [0x3c76a0] __TEXT,__const: AppleCellularDataPlane: <- terminate (0x%x)
  [0x3c76d0] __TEXT,__const: AppleCellularDataPlane: -> will terminate
  [0x3c7730] __TEXT,__const: AppleCellularDataPlane: <- will terminate (0x%x)
  [0x3c7770] __TEXT,__const: AppleCellularDataPlane: -> did terminate
  [0x3c77d0] __TEXT,__const: AppleCellularDataPlane: <- did terminate (0x%x)
  [0x3c7800] __TEXT,__const: AppleCellularDataPlane: packet pool got published
  [0x3c7860] __TEXT,__const: AppleCellularDataPlane: Packet Pool terminated
  [0x3c78c0] __TEXT,__const: AppleCellularDataPlaneInt1: CompletionQueue Enqueue (ArrayCapacity) -> (%u)
  [0x3c7910] __TEXT,__const: Data.Benchmark
  [0x3c7920] __TEXT,__const: Throughput
  [0x3c7930] __TEXT,__const: AppleCellularDataPlane: Opening TR (index %u)
  [0x3c7960] __TEXT,__const: AppleCellularDataPlane: Opening CR (index %u)
  [0x3c7990] __TEXT,__const: AppleCellularDataPlane: ERROR: failed to open device ring (%x, %x)
  [0x3c79e0] __TEXT,__const: AppleCellularDataPlane: ring open result 0x%x
  [0x3c7a10] __TEXT,__const: AppleCellularDataPlane: ERROR: Opening TR (index %u)
  [0x3c7a50] __TEXT,__const: AppleCellularDataPlane: ERROR: Opening CR (index %u)
  [0x3c7a90] __TEXT,__const: AppleCellularDataPlane: failed retrieve ring settings (ret = 0x%x)
  [0x3c7ae0] __TEXT,__const: AppleCellularDataPlane: failed retrieve ring index values (ret = 0x%x)
  [0x3c7b30] __TEXT,__const: AppleCellularDataPlane: ERROR: failed retrieve doorbell settings (ret = 0x%x)
  [0x3c7b80] __TEXT,__const: AppleCellularDataPlane: failed to allocate TR ID set
  [0x3c7be0] __TEXT,__const: AppleCellularDataPlane: failed to initialize TR ID set
  [0x3c7c40] __TEXT,__const: AppleCellularDataPlane: failed to allocate CR ID set
  [0x3c7ca0] __TEXT,__const: AppleCellularDataPlane: failed to initialize CR ID set
  [0x3c7d00] __TEXT,__const: AppleCellularDataPlane: out of TR IDs
  [0x3c7d50] __TEXT,__const: AppleCellularDataPlane: out of CR IDs
  [0x3c7da0] __TEXT,__const: AppleCellularDataPlane: out of skywalk queue IDs
  [0x3c7e00] __TEXT,__const: AppleCellularDataPlane: deallocating TR-ID %u
  [0x3c7e30] __TEXT,__const: AppleCellularDataPlane: deallocating CR-ID %u
  [0x3c7e60] __TEXT,__const: AppleCellularDataPlane: invalid skywalk queue ID %u
  [0x3c7ea0] __TEXT,__const: AppleCellularDataPlane: deallocating skywalk queue ID %u
  [0x3c7ee0] __TEXT,__const: AppleCellularDataPlane: starting NetIf Queue %u
  [0x3c7f10] __TEXT,__const: AppleCellularDataPlane: stopping NetIf Queue %u
  [0x3c7f40] __TEXT,__const: AppleCellularDataPlane: ERROR: Interface %u does not exist
  [0x3c7f80] __TEXT,__const: AppleCellularDataPlane: starting NetIf TX Queue (interfaceID: %u)
  [0x3c7fd0] __TEXT,__const: AppleCellularDataPlane: stopping NetIf TX Queue (interfaceID: %u)
  [0x3c8020] __TEXT,__const: AppleCellularDataPlane: Providing data for FilterRuleID: %u
  [0x3c8060] __TEXT,__const: AppleCellularDataPlane: ERROR: invalid FilterRuleID: %u
  [0x3c80a0] __TEXT,__const: AppleCellularDataPlane: Completing FilterRuleID: %u
  [0x3c80e0] __TEXT,__const: AppleCellularDataPlane: Cancelling FilterRuleID: %u
  [0x3c8120] __TEXT,__const: AppleCellularDataPlane: interfaceFilter() bad argument (netif: %u, filter-id: %u)
  [0x3c8180] __TEXT,__const: AppleCellularDataPlane: waiting for InterfaceFilter Completion (netif: %u, filter-id: %u)
  [0x3c81e0] __TEXT,__const: AppleCellularDataPlane: filter rule successfully completed (interfaceID: %u, ruleID: %u)
  [0x3c8240] __TEXT,__const: AppleCellularDataPlane: ERROR: filter rule aborted (interfaceID: %u, ruleID: %u)
  [0x3c82a0] __TEXT,__const: AppleCellularDataPlaneInt1: Collect triaging data: (terminate %u, context-id %u, MSI %u, doorbell %u)
  [0x3c8310] __TEXT,__const: AppleCellularDataPlane: Tx CR (hi %u, shadow.hi %u, ti %u, ring.count %u
  [0x3c8360] __TEXT,__const: AppleCellularDataPlane: Global Rx CR (hi %u, shadow.hi %u, ti %u, ring.count %u
  [0x3c83b0] __TEXT,__const: AppleCellularDataPlane: Metadata CR (hi %u, shadow.hi %u, ti %u, ring.count %u
  [0x3c8400] __TEXT,__const: AppleCellularDataPlane: (fast discards event %u, Tx CR out of descriptors %u)
  [0x3c8460] __TEXT,__const: AppleCellularDataPlane: (if ID %u, if state %u
  [0x3c8490] __TEXT,__const: AppleCellularDataPlane: invalid arguements, collecting default snapshot
  [0x3c84f0] __TEXT,__const: AppleCellularNetworkQueue: no RTI device found  [0x3c8550] __TEXT,__const: AppleCellularNetworkQueue: ACIPC Control not found
  [0x3c85b0] __TEXT,__const: AppleCellularNetworkQueue: failed to allocate workloop
  [0x3c8610] __TEXT,__const: AppleCellularNetworkQueue: failed to get workloop
  [0x3c8670] __TEXT,__const: AppleCellularNetworkQueue: failed to allocate CommandGate
  [0x3c86e0] __TEXT,__const: AppleCellularNetworkQueue: failed to register CommandGate
  [0x3c8750] __TEXT,__const: AppleCellularNetworkQueue: failed to allocate Bandwidth Timer EventSource
  [0x3c87d0] __TEXT,__const: AppleCellularNetworkQueue: failed to register Bandwidth Timer EventSource
  [0x3c8850] __TEXT,__const: AppleCellularNetworkQueue: failed to create Device TX Submission Queue
  [0x3c88d0] __TEXT,__const: AppleCellularNetworkQueue: creating TX Submission Queue (capacity = %u)
  [0x3c8920] __TEXT,__const: AppleCellularNetworkQueue: failed to create TX Submission Queue
  [0x3c8990] __TEXT,__const: AppleCellularNetworkQueue: TX Submission Queue (ABFS hysteresis time = %u)
  [0x3c89e0] __TEXT,__const: AppleCellularNetworkQueue: bootarg TX Submission Queue (ABFS hysteresis time = %u)
  [0x3c8a40] __TEXT,__const: AppleCellularNetworkQueue: set Default ABFS hysteresis time to 1000ms
  [0x3c8ab0] __TEXT,__const: AppleCellularNetworkQueue: failed to allocate TX tag list[0]
  [0x3c8b20] __TEXT,__const: AppleCellularNetworkQueue: failed to initialize TX tag list[0]
  [0x3c8b90] __TEXT,__const: AppleCellularNetworkQueue: failed to register trace tag Action
  [0x3c8c00] __TEXT,__const: AppleCellularNetworkQueue: failed to allocate TX tag list[1]
  [0x3c8c70] __TEXT,__const: AppleCellularNetworkQueue: failed to initialize TX tag list[1]
  [0x3c8ce0] __TEXT,__const: AppleCellularNetworkQueue: creating RX Completion Queue
  [0x3c8d40] __TEXT,__const: AppleCellularNetworkQueue: failed to create RX Completion Queue
  [0x3c8db0] __TEXT,__const: AppleCellularNetworkQueue: failed to create Device RX Submission Queue
  [0x3c8e20] __TEXT,__const: AppleCellularNetworkQueue: failed to allocate packet pacing timer EventSource
  [0x3c8ea0] __TEXT,__const: AppleCellularNetworkQueue: failed to register packet pacing timer EventSource
  [0x3c8f20] __TEXT,__const: AppleCellularNetworkQueue: Rx pacing us %u thresold %u)
  [0x3c8f60] __TEXT,__const: AppleCellularNetworkQueue: no packet table
  [0x3c8fc0] __TEXT,__const: AppleCellularNetworkQueue: failed to allocate Update EventSource
  [0x3c9030] __TEXT,__const: AppleCellularNetworkQueue: failed to register Update EventSource
  [0x3c90a0] __TEXT,__const: AppleCellularNetworkQueue: flushing packets (queue = %u)
  [0x3c90f0] __TEXT,__const: AppleCellularNetworkQueue: removing default Tag list
  [0x3c9130] __TEXT,__const: AppleCellularNetworkQueue: TD revocation skipped, tag = %u
  [0x3c9170] __TEXT,__const: AppleCellularNetworkQueue: UL-TD revoked, tag = %u, queue = %u [DEFAULT]
  [0x3c91c0] __TEXT,__const: AppleCellularNetworkQueue: removing high-prio Tag list]
  [0x3c9200] __TEXT,__const: AppleCellularNetworkQueue: [HighPrio] TD revocation skipped, tag = %u
  [0x3c9250] __TEXT,__const: AppleCellularNetworkQueue: UL-TD revoked, tag = %u, queue = %u [HighPrio]
  [0x3c92a0] __TEXT,__const: AppleCellularNetworkQueue: destroying
  [0x3c92f0] __TEXT,__const: AppleCellularNetworkQueue: destroyed
  [0x3c9340] __TEXT,__const: AppleCellularNetworkQueue: Opening TX Device Queue %d (NetIF Queue-ID: %d)
  [0x3c9390] __TEXT,__const: AppleCellularNetworkQueue: Using UL Byte Counter on TX Device Queue ID %d (NetIF Queue-ID: %d)
  [0x3c93f0] __TEXT,__const: AppleCellularNetworkQueue: failed to open TX.TR1
  [0x3c9450] __TEXT,__const: AppleCellularNetworkQueue: Using Prio UL Byte Counter on TX Device Queue ID %d (NetIF Queue-ID: %d)
  [0x3c94c0] __TEXT,__const: AppleCellularNetworkQueue: failed to open TX.TR2
  [0x3c9520] __TEXT,__const: AppleCellularNetworkQueue: Opening RX Device Queue (NetIF Queue-ID: %d)
  [0x3c9570] __TEXT,__const: AppleCellularNetworkQueue: failed to open RX.CR
  [0x3c95d0] __TEXT,__const: AppleCellularNetworkQueue: ERROR: failed to set prio on ring
  [0x3c9640] __TEXT,__const: AppleCellularNetworkQueue: ERROR: failed to set MSI for ring
  [0x3c96b0] __TEXT,__const: AppleCellularNetworkQueue: ERROR: failed to update ring size
  [0x3c9720] __TEXT,__const: AppleCellularNetworkQueue: ERROR: failed to set interface id
  [0x3c9790] __TEXT,__const: AppleCellularNetworkQueue: TR %u open result 0x%x
  [0x3c97d0] __TEXT,__const: AppleCellularNetworkQueue: CR %u open result 0x%x
  [0x3c9810] __TEXT,__const: AppleCellularNetworkQueue: ERROR: failed to open Device Queue (ret = 0x%x)
  [0x3c9860] __TEXT,__const: AppleCellularNetworkQueue: ring open result 0x%x
